"Il10","Slpi","Bcl6","Mta3","Pax5","Mitf","Bach2","Myc","Spib","condition"
1,0,0,0,12,0,5,0,8,"DMSO"
0,0,0,0,8,0,4,0,3,"DMSO"
0,0,0,0,1,0,4,0,1,"DMSO"
3,0,0,0,10,0,3,0,1,"DMSO"
0,0,0,0,3,0,0,0,2,"DMSO"
0,0,0,0,3,0,4,0,2,"DMSO"
0,0,1,0,2,0,3,0,5,"DMSO"
0,0,0,0,2,0,5,0,2,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,0,0,1,2,3,"DMSO"
0,0,0,0,1,0,0,0,2,"DMSO"
0,0,0,0,2,0,1,0,0,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,0,0,1,0,1,"DMSO"
0,0,0,0,5,0,4,0,2,"DMSO"
0,0,0,0,3,0,6,0,4,"DMSO"
0,0,0,0,2,0,3,0,4,"DMSO"
0,0,0,0,1,0,2,0,8,"DMSO"
0,0,1,0,1,0,0,0,0,"DMSO"
0,0,0,0,3,0,4,0,4,"DMSO"
0,0,0,1,1,0,0,0,0,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,8,0,5,0,1,"DMSO"
0,0,1,1,1,0,4,0,1,"DMSO"
0,0,0,0,4,0,2,0,2,"DMSO"
0,0,0,0,2,0,7,0,1,"DMSO"
0,0,0,1,0,0,2,0,2,"DMSO"
0,0,0,0,4,0,3,0,2,"DMSO"
0,0,0,2,1,0,5,0,1,"DMSO"
0,0,0,0,1,0,0,1,0,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,0,4,0,2,0,2,"DMSO"
0,0,0,1,1,0,2,0,2,"DMSO"
0,0,0,0,3,0,0,0,4,"DMSO"
0,0,0,0,3,0,2,0,1,"DMSO"
0,0,0,1,2,0,0,0,4,"DMSO"
0,0,0,0,3,0,3,0,0,"DMSO"
0,0,0,0,1,0,2,0,0,"DMSO"
0,0,0,1,1,0,1,0,0,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,1,0,0,0,2,"DMSO"
0,0,1,0,3,0,1,0,0,"DMSO"
0,0,0,0,6,0,4,2,3,"DMSO"
0,1,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,1,0,0,0,2,"DMSO"
0,0,0,0,1,0,2,0,1,"DMSO"
0,0,0,0,5,0,3,0,0,"DMSO"
0,0,0,0,13,0,6,0,4,"DMSO"
0,0,0,0,4,0,6,0,4,"DMSO"
0,0,0,1,1,0,4,0,3,"DMSO"
0,0,0,0,1,0,1,0,5,"DMSO"
0,0,2,0,4,0,7,0,1,"DMSO"
0,0,0,0,1,0,8,0,0,"DMSO"
0,0,0,0,9,0,2,0,3,"DMSO"
0,0,0,1,9,0,3,0,2,"DMSO"
0,0,0,0,2,0,1,0,2,"DMSO"
0,0,0,1,2,0,4,0,1,"DMSO"
0,0,0,0,6,0,5,1,3,"DMSO"
0,0,0,0,0,0,2,0,4,"DMSO"
0,0,0,0,7,0,4,0,7,"DMSO"
0,0,0,0,0,0,2,0,2,"DMSO"
0,0,0,0,9,0,3,0,6,"DMSO"
0,0,0,0,1,0,2,0,2,"DMSO"
0,0,0,0,1,0,5,0,1,"DMSO"
1,0,0,0,0,0,0,0,0,"DMSO"
0,0,1,0,2,0,0,0,2,"DMSO"
0,0,0,0,1,0,2,0,3,"DMSO"
0,0,0,0,4,0,0,0,0,"DMSO"
0,0,0,0,5,0,1,0,1,"DMSO"
0,0,0,0,2,0,0,0,3,"DMSO"
0,0,1,0,1,0,2,0,1,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,1,0,2,0,1,"DMSO"
0,0,0,0,0,0,0,1,5,"DMSO"
0,0,0,0,1,0,6,0,0,"DMSO"
3,0,0,0,3,0,1,0,0,"DMSO"
0,0,0,0,1,0,0,0,1,"DMSO"
0,0,1,0,6,0,1,0,5,"DMSO"
0,0,1,0,1,0,2,0,3,"DMSO"
0,0,1,0,4,0,3,0,3,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,3,0,1,0,3,"DMSO"
0,0,0,0,5,0,5,0,4,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,0,2,0,5,0,3,"DMSO"
0,0,0,0,4,0,0,0,2,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,1,0,3,0,11,0,1,"DMSO"
0,0,0,0,6,0,4,0,2,"DMSO"
0,1,0,0,2,0,0,0,0,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,0,2,0,2,0,1,"DMSO"
0,0,0,0,4,0,1,0,5,"DMSO"
0,0,0,0,4,0,0,0,1,"DMSO"
0,0,0,0,2,0,1,4,5,"DMSO"
0,0,0,0,7,0,2,0,0,"DMSO"
0,0,1,0,3,0,0,0,0,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,0,22,0,2,0,3,"DMSO"
1,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,2,0,2,0,4,"DMSO"
0,0,0,0,4,0,2,0,0,"DMSO"
0,0,1,0,3,0,6,0,0,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,1,0,3,0,0,"DMSO"
0,0,0,0,6,0,2,0,1,"DMSO"
0,0,0,0,2,0,1,0,1,"DMSO"
0,0,0,0,1,0,0,2,0,"DMSO"
0,0,0,0,1,0,2,0,5,"DMSO"
0,0,1,0,2,0,0,0,0,"DMSO"
0,0,0,0,1,0,0,0,1,"DMSO"
0,0,1,0,1,0,0,0,2,"DMSO"
0,0,0,1,1,0,0,0,1,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,1,0,2,0,5,"DMSO"
0,0,0,0,1,0,1,0,7,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,3,0,2,1,4,"DMSO"
0,0,0,0,3,1,0,0,0,"DMSO"
0,0,0,0,3,0,1,0,1,"DMSO"
0,0,0,0,1,0,1,0,4,"DMSO"
0,0,0,0,3,0,5,0,2,"DMSO"
0,0,0,0,3,0,1,0,3,"DMSO"
1,0,0,0,2,0,0,0,2,"DMSO"
0,0,0,0,4,0,0,0,1,"DMSO"
0,0,0,0,5,0,3,0,7,"DMSO"
0,0,0,0,2,0,1,0,2,"DMSO"
0,0,0,0,2,0,0,0,4,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,0,0,2,0,0,"DMSO"
0,1,0,0,4,0,2,0,0,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,3,0,0,0,5,"DMSO"
0,0,0,0,1,0,0,0,1,"DMSO"
0,0,0,0,1,0,2,0,1,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,3,0,0,0,0,"DMSO"
0,0,0,0,3,0,1,1,2,"DMSO"
0,0,0,0,3,0,4,0,2,"DMSO"
0,0,0,0,0,0,0,0,2,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
8,0,0,0,7,0,3,0,0,"DMSO"
0,0,0,0,4,0,2,1,3,"DMSO"
0,0,0,0,3,0,3,0,1,"DMSO"
0,1,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,2,0,0,0,3,"DMSO"
0,0,0,0,2,0,3,0,1,"DMSO"
0,0,0,0,1,0,3,0,0,"DMSO"
0,0,0,0,3,0,1,0,4,"DMSO"
0,0,0,0,3,0,1,0,2,"DMSO"
0,0,1,0,5,0,4,0,2,"DMSO"
0,0,1,0,2,0,1,0,1,"DMSO"
0,0,0,0,0,0,2,0,6,"DMSO"
0,0,0,0,5,0,1,0,1,"DMSO"
0,0,0,0,3,0,1,0,7,"DMSO"
0,0,0,0,3,0,7,0,6,"DMSO"
0,1,1,0,1,1,0,0,7,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,3,0,2,0,0,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,1,0,2,0,1,0,6,"DMSO"
0,0,0,0,1,0,3,0,0,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,1,0,1,1,0,"DMSO"
0,0,0,0,2,0,6,0,1,"DMSO"
0,0,0,0,2,0,8,1,2,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,0,2,0,0,0,1,"DMSO"
0,0,0,0,3,0,6,0,8,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,2,0,1,0,6,"DMSO"
0,0,0,0,3,0,11,0,1,"DMSO"
0,0,0,1,1,0,1,0,2,"DMSO"
0,0,0,0,8,0,1,0,4,"DMSO"
0,0,0,0,1,0,3,0,0,"DMSO"
0,0,0,0,5,0,6,0,1,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,4,0,0,0,1,"DMSO"
0,0,0,0,6,0,2,0,2,"DMSO"
3,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,0,8,0,1,0,2,"DMSO"
0,0,0,0,5,0,6,0,5,"DMSO"
0,0,0,0,4,0,2,0,3,"DMSO"
0,0,0,0,4,0,1,0,0,"DMSO"
0,0,0,0,3,0,5,0,2,"DMSO"
0,0,0,0,2,0,0,0,3,"DMSO"
0,0,0,0,0,0,3,0,3,"DMSO"
0,0,0,0,0,0,1,0,1,"DMSO"
0,2,0,0,0,0,2,0,0,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,0,0,1,0,2,"DMSO"
0,0,0,0,0,0,1,0,1,"DMSO"
0,0,0,0,7,0,3,0,0,"DMSO"
0,0,0,0,5,0,4,0,0,"DMSO"
0,0,0,0,2,0,1,0,1,"DMSO"
0,0,1,0,1,0,2,0,1,"DMSO"
0,0,0,0,5,0,3,1,11,"DMSO"
0,0,0,0,3,0,0,0,5,"DMSO"
0,0,0,0,4,0,1,0,1,"DMSO"
0,0,0,0,0,0,3,0,2,"DMSO"
0,0,2,0,6,0,11,0,0,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,1,7,0,2,0,0,"DMSO"
0,0,0,0,7,0,0,0,3,"DMSO"
0,0,1,0,4,0,2,0,3,"DMSO"
0,0,1,0,4,0,2,1,4,"DMSO"
0,0,0,0,3,0,9,0,2,"DMSO"
0,0,0,0,3,0,0,0,1,"DMSO"
0,0,0,1,5,0,0,1,1,"DMSO"
1,0,0,0,4,0,0,0,7,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,1,0,0,0,5,"DMSO"
0,0,0,0,8,0,4,0,2,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,1,0,0,0,1,"DMSO"
0,0,0,0,2,0,0,0,2,"DMSO"
0,2,0,0,0,0,3,0,1,"DMSO"
0,0,0,0,2,0,1,0,1,"DMSO"
0,0,0,0,3,0,0,0,0,"DMSO"
0,0,0,0,7,0,1,0,4,"DMSO"
0,0,1,0,2,0,3,0,0,"DMSO"
0,0,0,1,5,0,3,0,2,"DMSO"
0,0,0,0,3,0,4,0,1,"DMSO"
0,0,0,0,0,0,0,0,4,"DMSO"
0,0,0,0,4,0,2,0,1,"DMSO"
0,0,0,0,2,0,0,1,3,"DMSO"
0,0,0,0,3,0,1,0,1,"DMSO"
0,0,0,0,2,0,2,0,1,"DMSO"
0,0,0,0,0,0,3,0,0,"DMSO"
0,0,0,0,1,0,2,0,2,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,0,0,7,1,0,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,5,0,2,0,3,"DMSO"
0,0,0,0,8,0,15,0,1,"DMSO"
0,0,0,0,5,0,4,0,4,"DMSO"
0,0,0,0,1,0,0,1,0,"DMSO"
0,0,0,0,10,0,3,0,2,"DMSO"
0,0,0,0,4,0,2,0,1,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,2,0,1,0,0,"DMSO"
0,0,0,0,2,0,2,0,0,"DMSO"
0,0,0,0,6,0,4,0,1,"DMSO"
0,0,0,0,3,0,1,1,1,"DMSO"
0,0,0,0,0,0,5,0,2,"DMSO"
0,0,0,0,4,0,3,0,2,"DMSO"
0,0,0,0,0,0,0,0,2,"DMSO"
0,0,0,0,6,0,5,0,1,"DMSO"
0,0,1,0,9,0,6,0,0,"DMSO"
0,0,0,0,1,0,3,6,3,"DMSO"
0,0,0,0,2,0,4,0,3,"DMSO"
0,0,0,0,2,0,4,1,4,"DMSO"
0,0,0,0,3,0,14,0,1,"DMSO"
0,0,0,0,1,0,2,0,4,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,3,0,5,0,5,"DMSO"
0,0,0,0,4,0,0,0,0,"DMSO"
0,0,0,0,2,0,1,1,3,"DMSO"
0,0,0,0,2,0,1,0,1,"DMSO"
0,0,0,0,3,0,5,0,5,"DMSO"
0,0,0,0,1,0,3,0,5,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,1,0,4,0,0,0,4,"DMSO"
0,0,0,0,5,0,1,1,3,"DMSO"
0,0,2,0,4,0,5,0,6,"DMSO"
0,0,0,0,1,0,2,0,0,"DMSO"
0,0,0,0,2,0,4,0,0,"DMSO"
0,0,0,0,6,0,2,0,1,"DMSO"
0,0,0,0,2,0,0,0,0,"DMSO"
0,0,0,0,3,0,0,0,0,"DMSO"
0,0,0,0,1,0,3,0,3,"DMSO"
0,0,0,0,8,0,2,0,2,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
2,0,1,0,7,0,5,0,5,"DMSO"
0,0,0,0,1,0,5,0,2,"DMSO"
0,0,0,0,6,0,1,0,8,"DMSO"
0,0,0,0,1,0,9,0,5,"DMSO"
0,0,0,0,4,0,8,0,4,"DMSO"
0,0,1,0,2,0,1,0,1,"DMSO"
0,0,0,1,2,0,2,0,4,"DMSO"
0,0,0,0,1,0,2,0,6,"DMSO"
0,0,0,0,0,0,0,0,4,"DMSO"
0,0,1,0,1,0,2,0,0,"DMSO"
0,0,0,0,9,0,2,0,0,"DMSO"
0,0,0,0,2,0,0,0,0,"DMSO"
0,0,1,0,1,0,2,0,1,"DMSO"
0,0,0,0,2,0,5,0,1,"DMSO"
0,0,0,0,4,0,6,0,0,"DMSO"
0,0,0,0,4,0,2,0,3,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
1,0,0,0,9,0,2,0,7,"DMSO"
0,0,0,0,18,0,1,0,3,"DMSO"
0,0,0,0,2,0,0,0,1,"DMSO"
0,0,1,0,2,0,0,0,0,"DMSO"
0,0,0,0,3,0,1,1,1,"DMSO"
0,0,0,0,0,0,2,0,0,"DMSO"
0,0,0,0,2,0,1,0,2,"DMSO"
0,0,0,0,3,0,2,0,2,"DMSO"
0,0,0,0,2,0,3,0,0,"DMSO"
0,0,1,0,2,0,4,3,1,"DMSO"
0,0,0,1,11,0,5,0,0,"DMSO"
0,0,0,0,3,0,0,0,5,"DMSO"
0,0,2,0,8,0,6,0,3,"DMSO"
0,0,0,0,3,0,1,0,1,"DMSO"
0,0,0,0,3,0,1,0,1,"DMSO"
0,0,1,0,1,0,4,0,0,"DMSO"
0,0,0,0,1,0,1,0,5,"DMSO"
0,0,0,0,0,0,5,0,1,"DMSO"
0,0,0,0,4,0,3,0,1,"DMSO"
0,0,1,0,2,0,3,0,1,"DMSO"
0,0,0,0,0,0,2,0,0,"DMSO"
0,0,0,0,4,0,4,0,3,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,2,0,4,0,3,"DMSO"
0,0,0,0,3,0,1,0,0,"DMSO"
0,0,0,0,7,0,3,0,4,"DMSO"
0,0,0,0,12,0,3,1,10,"DMSO"
0,0,0,0,0,0,0,1,2,"DMSO"
0,0,0,0,2,0,1,1,0,"DMSO"
0,0,0,0,3,0,2,0,0,"DMSO"
0,0,0,0,4,0,6,4,0,"DMSO"
0,0,2,0,0,1,4,0,0,"DMSO"
0,0,0,0,2,0,0,0,4,"DMSO"
0,0,0,0,3,0,2,0,4,"DMSO"
0,0,1,0,6,0,12,0,2,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,2,0,1,0,0,"DMSO"
0,0,0,0,3,0,4,0,3,"DMSO"
0,0,0,0,1,0,5,0,1,"DMSO"
0,0,0,0,3,0,1,0,3,"DMSO"
0,0,0,0,1,0,0,0,5,"DMSO"
0,0,0,0,2,0,1,0,4,"DMSO"
0,0,3,0,6,0,1,0,1,"DMSO"
0,0,0,0,4,0,3,0,3,"DMSO"
0,0,0,2,7,0,9,0,1,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,1,0,1,0,1,0,4,"DMSO"
0,0,0,0,3,0,3,0,2,"DMSO"
0,0,0,0,4,0,0,0,0,"DMSO"
0,0,0,0,5,0,3,0,0,"DMSO"
0,0,0,0,3,0,1,0,1,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,1,0,5,2,0,"DMSO"
0,0,0,0,1,0,0,2,2,"DMSO"
0,0,1,0,2,0,2,0,0,"DMSO"
0,0,0,0,1,0,1,0,3,"DMSO"
0,0,0,0,0,0,2,0,0,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,2,0,1,0,1,"DMSO"
0,0,0,0,1,0,3,0,3,"DMSO"
0,0,0,0,0,0,3,0,2,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,2,0,1,4,0,0,0,1,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,5,0,0,0,0,"DMSO"
0,0,1,1,11,0,16,3,1,"DMSO"
0,0,0,0,1,0,1,5,5,"DMSO"
0,0,0,1,8,0,0,2,1,"DMSO"
0,0,0,0,2,0,1,0,0,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,1,1,0,3,0,0,"DMSO"
0,0,1,0,1,0,0,0,2,"DMSO"
1,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,6,0,1,5,2,"DMSO"
0,0,0,0,3,0,0,0,0,"DMSO"
7,0,0,0,3,1,0,0,0,"DMSO"
0,0,0,0,1,0,1,0,3,"DMSO"
0,0,0,0,10,0,6,1,1,"DMSO"
0,0,0,0,1,0,7,0,0,"DMSO"
1,0,0,0,2,0,2,0,0,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,1,0,2,0,2,"DMSO"
0,0,0,0,6,0,1,0,0,"DMSO"
0,0,0,0,3,0,0,0,10,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,2,0,4,0,1,0,1,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,0,0,2,0,2,"DMSO"
0,0,0,0,4,0,0,0,0,"DMSO"
0,0,0,0,4,0,3,0,13,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,10,0,0,0,5,0,3,0,"DMSO"
0,0,0,0,4,0,5,0,3,"DMSO"
0,0,1,0,2,0,3,0,2,"DMSO"
0,0,1,0,2,0,1,0,0,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,1,0,2,0,3,"DMSO"
1,0,0,0,6,0,3,0,1,"DMSO"
0,0,0,1,3,0,1,0,0,"DMSO"
0,0,0,0,3,0,1,0,0,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,1,2,0,1,3,4,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,3,0,5,0,0,"DMSO"
0,0,0,0,0,0,0,0,3,"DMSO"
0,0,0,1,1,0,4,0,0,"DMSO"
0,0,0,0,3,0,6,0,2,"DMSO"
0,0,1,0,3,0,10,0,3,"DMSO"
0,0,0,0,1,0,3,0,1,"DMSO"
0,0,0,0,6,0,4,0,5,"DMSO"
0,0,0,0,2,0,4,1,2,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,0,0,1,0,3,0,1,"DMSO"
1,0,0,0,0,0,1,0,1,"DMSO"
0,0,0,0,1,0,6,0,3,"DMSO"
0,0,0,0,1,0,2,0,0,"DMSO"
0,0,0,0,0,0,4,0,0,"DMSO"
0,0,0,0,0,0,3,0,1,"DMSO"
0,0,0,1,0,0,1,0,0,"DMSO"
0,0,0,0,5,0,0,4,2,"DMSO"
0,0,0,1,2,0,0,0,2,"DMSO"
0,0,0,0,1,0,4,0,0,"DMSO"
0,0,0,0,5,0,2,0,2,"DMSO"
0,0,0,0,2,0,0,0,0,"DMSO"
0,0,0,0,0,0,0,0,4,"DMSO"
0,0,0,0,4,0,3,0,5,"DMSO"
0,0,0,0,1,0,1,0,0,"DMSO"
0,0,1,0,5,0,2,0,4,"DMSO"
0,0,0,0,4,0,2,0,0,"DMSO"
0,0,0,0,5,0,2,0,3,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,1,0,2,0,2,"DMSO"
0,0,0,0,1,0,5,0,1,"DMSO"
0,0,0,0,1,0,2,0,0,"DMSO"
0,0,0,0,0,0,4,0,1,"DMSO"
0,0,0,0,2,0,3,0,0,"DMSO"
0,0,0,1,5,0,1,0,1,"DMSO"
3,0,0,0,0,0,0,1,0,"DMSO"
0,0,0,0,8,0,2,0,1,"DMSO"
0,0,0,0,0,0,4,0,0,"DMSO"
0,0,0,0,2,0,1,0,1,"DMSO"
0,0,0,1,4,0,10,0,3,"DMSO"
0,0,0,0,1,0,3,0,0,"DMSO"
0,0,0,0,4,0,2,0,1,"DMSO"
0,0,1,0,3,0,0,0,0,"DMSO"
0,0,0,0,1,0,2,0,3,"DMSO"
0,0,0,0,4,0,5,0,0,"DMSO"
0,0,0,0,1,0,1,0,4,"DMSO"
0,0,0,0,1,0,2,0,3,"DMSO"
0,0,0,0,1,0,1,1,5,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,1,0,2,0,8,1,3,"DMSO"
0,0,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,3,0,0,0,8,"DMSO"
0,0,0,0,5,0,9,0,0,"DMSO"
0,4,0,0,0,0,1,0,0,"DMSO"
0,0,0,0,2,0,4,0,0,"DMSO"
0,0,0,0,3,0,0,0,0,"DMSO"
0,0,0,0,3,0,2,3,2,"DMSO"
0,0,0,0,4,0,0,0,0,"DMSO"
0,0,0,0,4,0,5,0,2,"DMSO"
0,0,0,0,4,0,5,0,2,"DMSO"
0,0,0,0,8,0,0,0,7,"DMSO"
0,0,1,1,0,0,1,0,7,"DMSO"
0,0,0,0,2,0,0,0,0,"DMSO"
0,0,0,0,4,0,1,0,0,"DMSO"
0,0,2,0,4,0,5,0,2,"DMSO"
0,0,0,0,0,0,6,0,4,"DMSO"
0,0,0,0,2,0,0,2,0,"DMSO"
0,0,0,0,6,0,3,1,8,"DMSO"
0,0,0,1,0,0,0,0,0,"DMSO"
0,0,0,0,2,0,6,0,5,"DMSO"
0,0,0,0,0,1,2,0,0,"DMSO"
0,0,0,0,0,0,0,0,2,"DMSO"
0,0,0,0,2,0,1,0,1,"DMSO"
0,0,0,0,0,0,4,0,0,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,1,0,0,0,1,"DMSO"
0,0,0,0,0,0,3,0,2,"DMSO"
0,0,1,0,4,0,0,0,3,"DMSO"
0,0,0,0,3,0,5,0,5,"DMSO"
0,0,0,0,2,0,3,0,1,"DMSO"
0,0,1,0,2,0,3,0,1,"DMSO"
0,0,0,0,4,0,2,1,4,"DMSO"
0,0,0,0,0,0,1,0,2,"DMSO"
0,0,1,0,10,0,2,1,4,"DMSO"
0,0,0,0,1,0,2,0,3,"DMSO"
0,0,2,0,6,0,5,0,5,"DMSO"
0,0,0,0,0,0,3,0,1,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,0,1,0,4,0,0,"DMSO"
0,0,0,0,1,0,2,0,0,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,1,0,2,0,16,0,4,"DMSO"
0,0,1,1,6,0,2,0,3,"DMSO"
0,0,0,0,3,0,0,0,0,"DMSO"
0,0,0,0,2,0,3,0,2,"DMSO"
0,0,0,0,1,0,2,0,1,"DMSO"
0,0,2,0,5,0,8,0,1,"DMSO"
0,0,0,0,2,0,0,0,6,"DMSO"
0,0,0,0,0,0,5,0,0,"DMSO"
0,0,0,0,8,0,9,6,6,"DMSO"
0,0,0,0,8,0,5,0,1,"DMSO"
0,0,0,0,4,0,0,0,8,"DMSO"
0,0,0,0,1,0,5,0,3,"DMSO"
0,0,0,0,7,0,3,0,6,"DMSO"
0,0,0,2,2,0,3,0,1,"DMSO"
0,0,0,1,1,0,1,0,0,"DMSO"
0,0,0,0,2,0,2,0,0,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,1,0,8,0,1,"DMSO"
0,0,1,0,3,0,10,0,1,"DMSO"
0,0,1,0,12,0,7,0,4,"DMSO"
0,0,0,0,1,0,0,0,0,"DMSO"
0,0,0,1,2,0,0,0,0,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,3,0,5,0,3,"DMSO"
0,0,0,0,1,0,1,0,2,"DMSO"
0,0,0,0,6,0,7,0,3,"DMSO"
0,0,0,0,6,0,0,0,1,"DMSO"
0,0,1,0,3,0,0,0,6,"DMSO"
0,0,1,0,0,0,7,0,1,"DMSO"
0,0,0,0,2,0,3,0,3,"DMSO"
0,0,0,0,0,0,1,0,3,"DMSO"
0,0,0,0,4,0,1,0,2,"DMSO"
0,0,1,0,4,0,3,0,2,"DMSO"
0,0,0,0,1,0,1,0,5,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,7,0,3,2,3,"DMSO"
1,0,0,0,0,0,4,0,0,"DMSO"
0,0,0,0,0,0,2,0,0,"DMSO"
0,0,0,2,9,0,0,1,0,"DMSO"
0,0,0,0,4,0,4,0,3,"DMSO"
0,0,0,0,6,0,6,0,2,"DMSO"
0,0,0,1,10,0,7,0,4,"DMSO"
0,0,0,0,3,0,0,0,3,"DMSO"
0,0,0,0,4,0,3,0,0,"DMSO"
0,0,0,0,4,0,1,0,3,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,7,0,3,0,2,"DMSO"
0,0,0,0,6,0,1,0,0,"DMSO"
0,0,0,0,4,0,4,1,1,"DMSO"
0,0,1,0,8,0,1,0,4,"DMSO"
0,0,2,0,2,0,2,0,0,"DMSO"
0,0,0,0,1,0,1,0,1,"DMSO"
0,0,0,0,4,0,1,0,0,"DMSO"
0,0,0,0,0,0,0,0,1,"DMSO"
0,0,0,0,1,0,3,1,5,"DMSO"
0,0,0,0,1,0,0,0,1,"DMSO"
0,0,0,1,5,0,2,1,0,"DMSO"
8,0,0,0,2,0,3,0,0,"DMSO"
0,78,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,2,0,0,0,2,"DMSO"
0,0,0,0,2,0,1,0,0,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
0,0,0,0,1,0,5,0,0,"DMSO"
0,0,0,0,1,0,4,0,3,"DMSO"
0,0,0,0,5,0,3,0,2,"DMSO"
1,0,0,0,3,0,0,0,3,"DMSO"
0,0,0,0,0,0,1,0,1,"DMSO"
0,0,0,0,0,0,1,0,2,"DMSO"
0,0,0,0,2,0,5,0,0,"DMSO"
0,0,0,0,6,0,4,0,3,"DMSO"
0,0,0,0,0,0,0,0,0,"DMSO"
